input_feature,output_feature
0.7536629396956647,0.568007826670711
-0.4224766072059235,0.17848648363622818
-0.9984358763571388,0.9968741991970478
0.8851955582679172,0.7835711763772496
2.882934745460725,8.311312746584694
-1.0399495582340628,1.0814950836712223
1.2513025613976783,1.5657581001603904
1.8605399713249329,3.461608984897782
2.58565772710096,6.685625881716904
-3.5295875221288844,12.457988076367918
-1.247428445450521,1.5560777265191033
1.4732642950006627,2.1705076829237995
-0.6454139926029132,0.41655922184763333
-2.0891821207280663,4.364681933569821
-2.828785037231153,8.002024786862856
2.010263019514362,4.041157407627
0.27042332870441166,0.07312877670757427
-2.666501668437475,7.110231147779838
0.3350927121538518,0.11228712573862416
-4.091533229518965,16.74064416825789
1.4386267529865144,2.0696469344085218
2.7735594158568535,7.69263183328821
-2.400770101589241,5.763697080684815
-0.03727811111100126,0.0013896575680041555
4.01889705140399,16.151533509783686
-2.1866739767917993,4.781543080778462
-2.385288406518434,5.689600782271251
-1.7463961905047714,3.0498996542095775
2.2334832710974575,4.988447522272199
0.41746156148235214,0.17427415531528367
3.061949910625705,9.375537255180761
0.5864527795314765,0.3439268626201945
-1.1503153826057473,1.3232254794594067
-4.3811674514802155,19.194628237909647
-1.2715394772470388,1.6168126421976725
-1.080992053657167,1.1685438200699396
3.507520406861914,12.302699404552767
-0.34326848571414775,0.11783325328448406
-5.437692333956877,29.568497918773385
2.052939779299211,4.214561737429093
-0.9568509867687897,0.9155638108804065
2.0464985407569456,4.188156277320307
1.9579922486594583,3.833733645810522
-0.3018197920695181,0.09109518688488713
-2.5863451116349596,6.689181036478051
-0.858425696203678,0.7368946759027694
4.4688159041249556,19.970315584960144
2.6850535932706836,7.209512798735809
3.9870504253508323,15.896571094290254
0.9730871350008576,0.9468985723041773
1.4695010846719816,2.1594334378521305
1.2193189413069478,1.4867386806298961
-1.5946499895000554,2.542908589012527
-3.164993237257587,10.01718219188626
-0.8520892127221558,0.7260560264374633
-2.0540482173630603,4.219114079252366
2.3919211116140646,5.721286604185063
-3.9663206902954973,15.73169981826615
-0.6031290778558112,0.3637646845552011
-2.846834679305431,8.104467691296055
0.6402898653920237,0.40997111172373585
-0.5352843689186795,0.28652935560866893
0.9997980841663008,0.9995962091026055
-0.47681585607154564,0.22735336060124092
0.6890359706314866,0.47477056882407487
-0.5817626684473816,0.338447802399018
-1.5248445488253632,2.3251508980824256
-0.3693436069203215,0.13641469997291295
-0.8624459543501016,0.7438130241748576
-0.09439875918342344,0.008911125735369972
3.1592184395172622,9.980661148585886
-1.6027517055949363,2.5688130297874774
0.9151060855281182,0.8374191477705957
-0.29561561051415414,0.08738858917965608
-1.1072626395211886,1.2260305528794297
-1.2782959987114348,1.6340406603216646
-0.9912871179624662,0.9826501502383322
0.6700299381372752,0.4489401180002408
-0.9181647487754769,0.8430265058939347
-3.2139057487324365,10.329190161735402
-0.6218446722314659,0.38669079638265924
0.5237577884469529,0.274322220958843
-4.992691900392005,24.92697241223993
-1.0954489034517247,1.2000083000735862
1.674187235984682,2.8029029011340296
0.9001930591156198,0.8103475436799377
-4.225062354838129,17.851151902270317
0.6208278707765337,0.38542724513292437
0.9666365686522057,0.9343862558557104
1.2715787953158446,1.6169126326968946
1.1072664826833134,1.2260390636738763
-3.063930753114774,9.387671659882468
0.8944956704878095,0.800122504521436
0.40377205444744574,0.1630318719527111
-2.087139176375456,4.356149941561217
2.5846627630249035,6.680481598567528
0.08823241720255899,0.007784959445406428
3.4650692071912674,12.00670461062512
0.5776488932177565,0.33367824383569905
0.9450072179300874,0.8930386419399636
